vin,year,make,model,trim,type,damage,price,odometer,lot,date,location,state,source,repair_cost,url,matched_url,price_source
[PREMIUM],2023,Honda,Hr-V,EXL,SC,Side,0,19353,74614725,2026-04-15,CA - MENTONE,CA,,26545.0,[PREMIUM],,
[PREMIUM],2025,Acura,Integra,,SC,All Over,0,6416,65051315,2026-04-15,CA - MENTONE,CA,,20975.0,[PREMIUM],,
[PREMIUM],2019,Chevrolet,Camaro,LT,NR,Side,0,28228,66675375,,CA - MENTONE,CA,,29111.0,[PREMIUM],,
[PREMIUM],2017,Bmw,X5,SDRIVE35I,SC,Front End,0,98501,67262265,,CA - MENTONE,CA,,9078.0,[PREMIUM],,
[PREMIUM],2022,Nissan,Altima,SR,SC,Rear End,0,36432,95197885,2026-04-10,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Jaguar,Xe,,SC,Front End,0,96287,78835395,2026-04-17,CA - REDDING,CA,,6230.0,[PREMIUM],,
[PREMIUM],2025,Chevrolet,All Models,K2500 HEAVY DUTY LT,SC,Front End,0,13688,74710855,2026-04-22,MEDIUM DUTY SPECIALTY SALE,CA,,25143.0,[PREMIUM],,
[PREMIUM],2025,Chevrolet,Suburban,C1500 RST,SC,Front End,0,0,95959975,2026-04-13,CA - ADELANTO,CA,,28077.0,[PREMIUM],,
[PREMIUM],2021,Chrysler,Pacifica,TOURING L,SC,Front End,0,98459,79486825,2026-04-13,CA - ADELANTO,CA,,15003.0,[PREMIUM],,
[PREMIUM],2023,Chrysler,Pacifica,HYBRID LIMITED,SC,Side,0,0,74704075,,CA - ADELANTO,CA,,16622.0,[PREMIUM],,
[PREMIUM],2025,Tesla,Model 3,,SC,Side,0,11446,73315435,2026-04-13,CA - ADELANTO,CA,,44221.0,[PREMIUM],,
[PREMIUM],2023,Honda,Accord,EX,SC,Side,0,63274,77440555,,CA - NAPA,CA,,0.0,[PREMIUM],,
[PREMIUM],2019,Honda,Accord,TOURING,SC,Front End,0,73075,76786375,,CA - NAPA,CA,,0.0,[PREMIUM],,
[PREMIUM],2025,Tesla,Model 3,,SC,Side,0,11814,73490465,,CA - NAPA,CA,,42641.0,[PREMIUM],,
[PREMIUM],2018,Dodge,Caravan,GT,SC,Front End,0,123928,46959626,,CA - NAPA,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Infiniti,Q50,PREMIUM,SC,Front End,0,125971,79481115,2026-04-15,CA - LONG BEACH,CA,,10236.0,[PREMIUM],,
[PREMIUM],2022,Tesla,Model Y,,SC,Rear End,0,63222,79483975,2026-04-15,CA - LONG BEACH,CA,,23070.0,[PREMIUM],,
[PREMIUM],2022,Chevrolet,Malibu,LT,SC,Undercarriage,0,64574,79063195,2026-04-15,CA - LONG BEACH,CA,,12797.0,[PREMIUM],,
[PREMIUM],2023,Tesla,Model 3,,SC,Rear End,0,74361,75892565,2026-04-15,CA - LONG BEACH,CA,,17029.0,[PREMIUM],,
[PREMIUM],2021,Tesla,Model 3,,SC,Front End,0,112626,75872465,2026-04-03,CA - LONG BEACH,CA,,12895.0,[PREMIUM],,
[PREMIUM],2019,Infiniti,Q50,LUXE,SC,Vandalism,0,0,75076985,,CA - LONG BEACH,CA,,0.0,[PREMIUM],,
[PREMIUM],2025,Nissan,Versa,S,DV,All Over,0,23092,47809116,2026-04-14,*NCS - PACIFIC REGION,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Porsche,Boxster,,DV,All Over,0,51918,47807006,2026-04-07,*NCS - PACIFIC REGION,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Jaguar,F-Type,S,DV,All Over,0,75576,46903276,2026-04-14,*NCS - PACIFIC REGION,CA,,0.0,[PREMIUM],,
[PREMIUM],2016,Ford,Mustang,GT,DV,All Over,0,41700,46722366,2026-04-14,*NCS - PACIFIC REGION,CA,,0.0,[PREMIUM],,
[PREMIUM],2018,Ford,Fusion,S HYBRID,SC,Rear End,0,18448,79844615,2026-04-15,CA - SUN VALLEY,CA,,14448.0,[PREMIUM],,
[PREMIUM],2022,Tesla,Model Y,,SC,Front End,0,121212,79655725,2026-04-15,CA - SUN VALLEY,CA,,21406.0,[PREMIUM],,
[PREMIUM],2019,Hyundai,Sonata,SE,SC,Front End,0,63350,78271855,2026-04-15,CA - SUN VALLEY,CA,,5519.0,[PREMIUM],,
[PREMIUM],2025,Tesla,Model 3,,SC,Front End,0,2010,77684815,2026-04-15,CA - SUN VALLEY,CA,,30046.0,[PREMIUM],,
[PREMIUM],2019,Tesla,Model 3,,SC,Side,0,132714,77181695,2026-04-15,CA - SUN VALLEY,CA,,17047.0,[PREMIUM],,
[PREMIUM],2025,Toyota,Camry,XSE,SC,Side,0,13964,74497365,2026-04-15,CA - SUN VALLEY,CA,,26559.0,[PREMIUM],,
[PREMIUM],2024,Tesla,Model Y,,SC,Front End,0,33096,72861365,2026-04-15,CA - SUN VALLEY,CA,,24209.0,[PREMIUM],,
[PREMIUM],2023,Kia,Forte,LX,SC,Front End,0,32200,72805845,2026-04-15,CA - SUN VALLEY,CA,,17116.0,[PREMIUM],,
[PREMIUM],2018,Toyota,Avalon,,SC,Front End,0,180065,41909166,2026-04-15,CA - SUN VALLEY,CA,,10107.0,[PREMIUM],,
[PREMIUM],2018,Jeep,Wrangler,SPORT,SC,Front End,0,58516,99600525,,CA - ANTELOPE,CA,,14121.0,[PREMIUM],,
[PREMIUM],2017,Acura,Mdx,,SC,Front End,0,44684,93923765,2026-04-07,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Toyota,Prius,,SC,Minor Dent/Scratches,0,58435,78529155,2026-04-07,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2022,Nissan,Leaf,S,SC,Front End,0,29644,77714185,,CA - ANTELOPE,CA,,13527.0,[PREMIUM],,
[PREMIUM],2015,Honda,Civic,LX,SC,Front End,0,113008,75986715,,CA - ANTELOPE,CA,,9198.0,[PREMIUM],,
[PREMIUM],2016,Toyota,Corolla,L,SC,Front End,0,143659,74842025,2026-04-07,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2020,Kia,Optima,LX,SC,Rear End,0,69071,74090355,2026-04-02,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Kia,Sorento,LX V6,SC,Front End,0,99574,47766356,,CA - ANTELOPE,CA,,7553.0,[PREMIUM],,
[PREMIUM],2025,Subaru,Crosstrek,WILDERNESS,SC,Front End,0,31305,46566696,,CA - ANTELOPE,CA,,24210.0,[PREMIUM],,
[PREMIUM],2016,Kia,Optima,LX TURBO,SC,Front End,0,88736,41799786,,CA - ANTELOPE,CA,,6067.0,[PREMIUM],,
[PREMIUM],2016,Tesla,Model S,,SC,Front End,0,0,43400820,2026-04-10,CA - VAN NUYS,CA,,100.0,[PREMIUM],,
[PREMIUM],2015,Toyota,4Runner,SR5,SC,Front End,0,134629,99376925,2026-04-15,CA - MENTONE,CA,,16669.0,[PREMIUM],,
[PREMIUM],2024,Honda,Civic,LX,SC,Side,0,55565,96383545,2026-04-08,CA - MENTONE,CA,,17504.0,[PREMIUM],,
[PREMIUM],2022,Honda,Civic,SPORT,SC,Front End,0,73467,90708815,2026-04-01,CA - MENTONE,CA,,15160.0,[PREMIUM],,
[PREMIUM],2020,Land Rover,Discovery Sport,S,SC,Front End,0,80510,79647475,2026-04-08,CA - MENTONE,CA,,13749.0,[PREMIUM],,
[PREMIUM],2019,Nissan,Frontier,S,SC,Front End,0,150390,79272095,2026-04-08,CA - MENTONE,CA,,12115.0,[PREMIUM],,
[PREMIUM],2019,Honda,Civic,LX,SC,Side,0,87414,77828495,2026-04-08,CA - MENTONE,CA,,14757.0,[PREMIUM],,
[PREMIUM],2024,Bmw Motorrad,4 Series,,SC,Rear End,0,11362,76738525,2026-04-08,CA - MENTONE,CA,,29182.0,[PREMIUM],,
[PREMIUM],2019,Gmc,Acadia,SLE,ST,Vandalism,0,60228,76445575,,CA - MENTONE,CA,,0.0,[PREMIUM],,
[PREMIUM],2020,Hyundai,Accent,SE,SC,Undercarriage,0,0,47100036,2026-04-15,CA - MENTONE,CA,,9167.0,[PREMIUM],,
[PREMIUM],2019,Kia,Sorento,LX V6,NR,Vandalism,0,0,41653316,2026-04-08,CA - MENTONE,CA,,21553.0,[PREMIUM],,
[PREMIUM],2017,Jeep,Grand Cher,SPORT,CT,Rear End,0,130826,75060415,,CA - REDDING,CA,,6089.0,[PREMIUM],,
[PREMIUM],2015,Chevrolet,All Models,K2500 HEAVY DUTY LTZ,SC,Front End,0,434391,94801395,2026-04-03,CA - REDDING,CA,,21159.0,[PREMIUM],,
[PREMIUM],2021,Subaru,Crosstrek,,CT,Front End,0,77860,77425795,,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2022,Mitsubishi,Mirage,G4 ES,SC,Front End,0,81112,75697125,,CA - REDDING,CA,,8324.0,[PREMIUM],,
[PREMIUM],2026,Toyota,Corolla,LE,SC,Front End,0,4589,76674235,2026-04-03,CA - REDDING,CA,,21891.0,[PREMIUM],,
[PREMIUM],2023,Niss,Frontier,SV,SC,Rear End,0,26979,72699955,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2021,Ford,F150,SUPERCREW,SC,Front End,0,87708,46210746,2026-04-03,CA - REDDING,CA,,30011.0,[PREMIUM],,
[PREMIUM],2017,Honda,Civic,,SC,Front End,0,113970,46762916,,CA - REDDING,CA,,12701.0,[PREMIUM],,
[PREMIUM],2016,Toyota,Tacoma,TRD OFF-ROAD,SC,Rear End,0,93012,41840656,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2016,Hyundai,Sonata,SE,NR,Vandalism,0,124630,72805915,2026-04-01,CA - LONG BEACH,CA,,4890.0,[PREMIUM],,
[PREMIUM],2015,Honda,Accord,SPORT,SC,Side,0,138755,47136636,2026-04-01,CA - LONG BEACH,CA,,12035.0,[PREMIUM],,
[PREMIUM],2016,Chev,Express,,DV,Minor Dent/Scratches,0,175595,47345726,2026-04-06,MEDIUM DUTY CLEAN TITLE SALE,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Toyota,Prius,TWO,SC,Front End,0,132763,45548796,2026-04-02,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2019,Jayco,Slide In,,S2,Top/Roof,0,0,47800666,2026-04-13,CA - SAN BERNARDINO,CA,,0.0,[PREMIUM],,
[PREMIUM],2018,Jeep,Cherokee,LAREDO,DV,Minor Dent/Scratches,0,113473,47400386,2026-04-09,CA - SAN BERNARDINO,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Kia,Forte,LX,DV,Minor Dent/Scratches,0,121358,46373776,2026-04-02,CA - SAN BERNARDINO,CA,,0.0,[PREMIUM],,
[PREMIUM],2016,Chevrolet,Malibu,LT,DV,Front End,0,127864,46229866,2026-04-13,CA - SAN BERNARDINO,CA,,0.0,[PREMIUM],,
[PREMIUM],2021,Volvo,Vn,VNL,DV,All Over,0,1007183,46039256,2026-03-31,HEAVY-TRAILER-RV CLEAN SALE,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Kia,Optima Hyb,BASE,DV,Minor Dent/Scratches,0,154491,46776436,2026-04-01,CA - MENTONE,CA,,0.0,[PREMIUM],,
[PREMIUM],2016,Nissan,Versa,S PLUS,DV,Rear End,0,102793,46542646,2026-04-01,CA - MENTONE,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Toyota,Corolla,S,SC,Rear End,0,140680,45888976,,CA - MENTONE,CA,,8088.0,[PREMIUM],,
[PREMIUM],2022,Dodge,Challenger,GT,SC,Front End,0,3767,76128105,2026-04-15,CA - LONG BEACH,CA,,27827.0,[PREMIUM],,
[PREMIUM],2017,Nissan,Sentra,S,SC,Side,0,66486,78525565,2026-04-15,CA - LONG BEACH,CA,,7464.0,[PREMIUM],,
[PREMIUM],2017,Subaru,Crosstrek,PREMIUM,SC,Rear End,0,63309,46939246,2026-04-03,CA - LONG BEACH,CA,,15960.0,[PREMIUM],,
[PREMIUM],2020,Jeep,Gladiator,,SC,Front End,0,55112,47043986,,CA - SUN VALLEY,CA,,27125.0,[PREMIUM],,
[PREMIUM],2015,Honda,Fit,EX,SC,Front End,0,170317,75185605,2026-04-01,CA - SUN VALLEY,CA,,11936.0,[PREMIUM],,
[PREMIUM],2015,Mini,Cooper,S COUNTRYMAN,SC,Front End,0,57192,47706456,2026-04-01,CA - SUN VALLEY,CA,,12591.0,[PREMIUM],,
[PREMIUM],2017,Acura,Mdx,SPORT HYBRID ADVANCE,SC,Front End,0,97436,73549855,,CA - RANCHO CUCAMONGA,CA,,19935.0,[PREMIUM],,
[PREMIUM],2023,Hyundai,Santa Fe,SE,SC,Rear End,0,29809,73875575,2026-04-02,CA - RANCHO CUCAMONGA,CA,,16699.0,[PREMIUM],,
[PREMIUM],2023,Tesla,Model Y,,SC,Rollover,0,48901,78465665,,CA - SAN DIEGO,CA,,36590.0,[PREMIUM],,
[PREMIUM],2024,Toyota,Rav4 Hybrid,XLE,SC,Front End,0,28225,78422595,2026-03-31,CA - SAN DIEGO,CA,,24288.0,[PREMIUM],,
[PREMIUM],2023,Volvo,Xc40,ULTIMATE,SC,Front End,0,15017,78399125,2026-04-03,CA - SAN DIEGO,CA,,32088.0,[PREMIUM],,
[PREMIUM],2022,Mercedes-Benz,Gt-Class,43,SC,Front End,0,48149,73517945,,CA - SAN DIEGO,CA,,40333.0,[PREMIUM],,
[PREMIUM],2018,Kia,Sportage,EX,SC,Front End,0,121464,47930886,2026-03-31,CA - SAN DIEGO,CA,,9251.0,[PREMIUM],,
[PREMIUM],2021,Toyota,Corolla,LE,SC,Rear End,0,128662,47772586,2026-03-31,CA - SAN DIEGO,CA,,11206.0,[PREMIUM],,
[PREMIUM],2023,Bmw,X1,XDRIVE28I,SC,Front End,0,29926,47836796,2026-03-31,CA - SAN DIEGO,CA,,18312.0,[PREMIUM],,
[PREMIUM],2019,Ford,F450 Supe,SUPER DUTY,DV,Front End,0,175990,47608416,2026-04-13,MEDIUM DUTY CLEAN TITLE SALE,CA,,0.0,[PREMIUM],,
[PREMIUM],2026,Tesla,Model Y,,SC,Front End,0,22758,47433996,,CA - SAN DIEGO,CA,,41309.0,[PREMIUM],,
[PREMIUM],2019,Toyota,Yaris,LE,AC,Front End,0,112532,47278936,2026-04-10,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Chevrolet,Tahoe,C1500 LTZ,SC,Front End,0,127250,47451146,2026-04-03,CA - SAN DIEGO,CA,,11775.0,[PREMIUM],,
[PREMIUM],2026,Toyota,Corolla,SE,CT,Front End,0,8857,46917926,2026-04-06,RENTAL VEHICLE SALE,CA,,8045.0,[PREMIUM],,
[PREMIUM],2017,Hyundai,Accent,SE,DV,Front End,0,165841,46770816,2026-04-10,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2025,Ford,Escape,ST LINE,CT,Front End,0,17269,47199056,2026-04-01,RENTAL VEHICLE SALE,CA,,10433.0,[PREMIUM],,
[PREMIUM],2024,Toyota,Sienna,XLE 7-PASSENGER,SC,Rear End,0,48119,46936646,2026-04-14,CA - SAN DIEGO,CA,,32076.0,[PREMIUM],,
[PREMIUM],2018,Hyundai,Elantra,SEL,DV,Front End,0,167012,46066796,2026-04-10,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2015,Chevrolet,Silverado,K1500 LT,SC,Rear End,0,117193,46521196,2026-03-31,CA - SAN DIEGO,CA,,22010.0,[PREMIUM],,
[PREMIUM],2015,Bmw,3 Series,XI,SC,Front End,0,0,46332626,2026-03-31,CA - SAN DIEGO,CA,,16172.0,[PREMIUM],,
[PREMIUM],2024,Toyota,Tundra,PLATINUM,SC,Rear End,0,91190,46499286,2026-03-31,CA - SAN DIEGO,CA,,31363.0,[PREMIUM],,
[PREMIUM],2020,Hyundai,Elantra,SEL,SC,Front End,0,87038,41803746,2026-03-31,CA - SAN DIEGO,CA,,15017.0,[PREMIUM],,
[PREMIUM],2015,Toyota,Camry,SE,SC,Front End,0,166796,45866226,2026-03-31,CA - SAN DIEGO,CA,,7829.0,[PREMIUM],,
[PREMIUM],2018,Honda,Civic,EXL,SC,Front End,0,28798,45951886,2026-03-31,CA - SAN DIEGO,CA,,17181.0,[PREMIUM],,
[PREMIUM],2017,Hyundai,Ioniq,BLUE,DV,Minor Dent/Scratches,0,122562,41673386,2026-04-14,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2020,Toyota,Corolla,LE,SC,Rear End,0,56988,46045976,2026-04-14,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Hyundai,Sonata,BASE,DV,Minor Dent/Scratches,0,178098,45705386,2026-04-10,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2018,Toyota,Sienna,XLE 8-PASSENGER,SC,Front End,0,151722,45790636,2026-04-03,CA - SAN DIEGO,CA,,19653.0,[PREMIUM],,
[PREMIUM],2016,Chevrolet,Colorado,LT,SC,Front End,0,158448,45820576,2026-04-03,CA - SAN DIEGO,CA,,12627.0,[PREMIUM],,
[PREMIUM],2016,Hyundai,Elantra,SE,DV,Front End,0,112483,41621666,2026-04-10,CA - SAN DIEGO,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Chevrolet,Spark,LS,SC,Front End,0,125820,59234875,2026-04-02,CA - SAN BERNARDINO,CA,,20819.0,[PREMIUM],,
[PREMIUM],2020,Toyota,Prius,,SC,Rear End,0,130695,93124355,2026-04-13,CA - ADELANTO,CA,,0.0,[PREMIUM],,
[PREMIUM],2023,Tesla,Model 3,,SC,Side,0,61779,90354475,2026-04-13,CA - ADELANTO,CA,,19404.0,[PREMIUM],,
[PREMIUM],2020,Mercedes-Benz,Cla-Class,250,SC,Front End,0,60489,82544065,2026-04-13,CA - ADELANTO,CA,,17553.0,[PREMIUM],,
[PREMIUM],2019,Bmw,X3,XDRIVE30I,NR,Water/Flood,0,0,78728115,2026-04-02,CA - NAPA,CA,,0.0,[PREMIUM],,
[PREMIUM],2019,Ford,F450 Supe,SUPER DUTY,SC,Water/Flood,0,71382,78508305,2026-04-15,MEDIUM DUTY SPECIALTY SALE,CA,,12173.0,[PREMIUM],,
[PREMIUM],2021,Toyota,Corolla,LE,SC,Front End,0,71332,78185975,2026-04-09,CA - NAPA,CA,,16538.0,[PREMIUM],,
[PREMIUM],2015,Hyundai,Elantra,LIMITED,SC,Vandalism,0,89811,46211966,2026-04-02,CA - NAPA,CA,,0.0,[PREMIUM],,
[PREMIUM],2016,Mazda,Cx-5,TOURING,SC,Front End,0,65956,41665976,2026-04-06,CA - NAPA,CA,,14968.0,[PREMIUM],,
[PREMIUM],2015,Lincoln,Mkz,,NR,Side,0,85398,79408405,2026-04-03,CA - LONG BEACH,CA,,17730.0,[PREMIUM],,
[PREMIUM],2016,Jeep,Patriot,LATITUDE,SC,Front End,0,101565,96256845,2026-04-16,CA - ANTELOPE,CA,,7260.0,[PREMIUM],,
[PREMIUM],2017,Jaguar,Xe,PREMIUM,SC,Side,0,0,77787715,2026-04-02,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2020,Lexus,Nx,BASE,SC,Front End,0,102644,47304416,2026-04-14,CA - ANTELOPE,CA,,17384.0,[PREMIUM],,
[PREMIUM],2015,Volkswagen,Jetta,TDI,SC,Front End,0,176194,46918446,2026-04-14,CA - ANTELOPE,CA,,5999.0,[PREMIUM],,
[PREMIUM],2017,Toyota,Corolla,LE,SC,Rear End,0,96660,45989826,2026-04-02,CA - ANTELOPE,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Nissan,Altima,2.5 S,SC,Side,0,122159,41663256,2026-04-14,CA - ANTELOPE,CA,,7221.0,[PREMIUM],,
[PREMIUM],2023,Tesla,Model Y,,SC,Front End,0,0,99282495,,CA - RANCHO CUCAMONGA,CA,,28387.0,[PREMIUM],,
[PREMIUM],2025,Subaru,Crosstrek,PREMIUM,SC,Front End,0,1462,79820465,2026-04-02,CA - RANCHO CUCAMONGA,CA,,26161.0,[PREMIUM],,
[PREMIUM],2017,Maserati,All Other,SPORT,SC,Side,0,23902,79646775,2026-04-02,CA - RANCHO CUCAMONGA,CA,,11396.0,[PREMIUM],,
[PREMIUM],2015,Volkswagen,Beetle,1.8T,SC,Front End,0,158253,78763795,,CA - RANCHO CUCAMONGA,CA,,0.0,[PREMIUM],,
[PREMIUM],2025,Audi,Q6 E-Tron,SPORTBACK PREMIUM,SC,Front End,0,8829,76980555,,CA - RANCHO CUCAMONGA,CA,,40778.0,[PREMIUM],,
[PREMIUM],2020,Nissan,Sentra,SV,SC,Front End,0,101332,76043385,2026-04-09,CA - RANCHO CUCAMONGA,CA,,8873.0,[PREMIUM],,
[PREMIUM],2020,Honda,Civic,LX,SC,Side,0,0,75688625,2026-04-02,CA - RANCHO CUCAMONGA,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Porsche,Macan,,SC,Rear End,0,95272,72609005,2026-04-02,CA - RANCHO CUCAMONGA,CA,,11445.0,[PREMIUM],,
[PREMIUM],2015,Honda,Civic,EXL,SC,Rear End,0,119145,47985436,2026-04-02,CA - RANCHO CUCAMONGA,CA,,21992.0,[PREMIUM],,
[PREMIUM],2017,Ford,Escape,SE,SC,Front End,0,104350,47528976,2026-04-02,CA - RANCHO CUCAMONGA,CA,,9032.0,[PREMIUM],,
[PREMIUM],2021,Toyota,Tacoma,DOUBLE CAB,SC,Front End,0,64619,84591525,2026-04-01,CA - SUN VALLEY,CA,,0.0,[PREMIUM],,
[PREMIUM],2023,Tesla,Model X,,SC,Side,0,59901,98282825,2026-04-15,CA - MENTONE,CA,,28230.0,[PREMIUM],,
[PREMIUM],2021,Lexus,Is,F SPORT,SC,Rear End,0,58535,79837695,2026-04-08,CA - MENTONE,CA,,31421.0,[PREMIUM],,
[PREMIUM],2022,Kia,Ev6 Light,LIGHT,SC,Front End,0,89061,78660125,2026-04-15,CA - MENTONE,CA,,5124.0,[PREMIUM],,
[PREMIUM],2023,Honda,Civic,LX,SC,Front End,0,112808,78535205,2026-04-08,CA - MENTONE,CA,,18550.0,[PREMIUM],,
[PREMIUM],2021,Chrysler,Pacifica,TOURING L,SC,Front End,0,46615,78205865,2026-04-08,CA - MENTONE,CA,,20597.0,[PREMIUM],,
[PREMIUM],2015,Ford,Focus,SE,DV,Minor Dent/Scratches,0,123106,72699385,2026-04-08,CA - MENTONE,CA,,0.0,[PREMIUM],,
[PREMIUM],2020,Lexus,Nx,BASE,SC,Front End,0,95894,47627616,2026-04-15,CA - MENTONE,CA,,15627.0,[PREMIUM],,
[PREMIUM],2015,Chevrolet,Malibu,LS,SC,Front End,0,67025,42021226,2026-04-08,CA - MENTONE,CA,,7455.0,[PREMIUM],,
[PREMIUM],2018,Mitsubishi,Outlander,ES,SC,Front End,0,139248,79832205,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2019,Nissan,Sentra,S,SC,Side,0,106549,79559195,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2022,Dodge,Challenger,R,SC,Front End,0,59989,79403725,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2017,Infiniti,Qx30,LUXURY,DA,Minor Dent/Scratches,0,82495,47904216,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2021,Ram,1500,BIG HORN,SC,Rear End,0,73988,47411406,2026-04-03,CA - REDDING,CA,,22304.0,[PREMIUM],,
[PREMIUM],2021,Hyundai,Tucson,ULTIMATE,SC,Front End,0,0,46930556,2026-04-03,CA - REDDING,CA,,33407.0,[PREMIUM],,
[PREMIUM],2017,Volvo,S60,PLATINUM,SC,Front End,0,146483,47008386,,CA - REDDING,CA,,9755.0,[PREMIUM],,
[PREMIUM],2016,Ford,Cmax,PREMIUM SEL,SC,Rear End,0,148067,45975156,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2022,Toyota,Rav4 Hybrid,XSE,SC,Side,0,31615,41654446,2026-04-03,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2018,Toyota,Camry,SE,SC,Front End,0,61811,78131165,2026-04-15,CA - MENTONE,CA,,14250.0,[PREMIUM],,
[PREMIUM],2016,Jeep,Grand Cher,LIMITED,SC,Rear End,0,112684,77730265,2026-04-01,CA - MENTONE,CA,,11775.0,[PREMIUM],,
[PREMIUM],2018,Tesla,Model 3,,SC,Rear End,0,79575,77628525,2026-04-01,CA - MENTONE,CA,,8938.0,[PREMIUM],,
[PREMIUM],2017,Lexus,Rx350,350 BASE,SC,Front End,0,74856,76472775,2026-04-01,CA - MENTONE,CA,,29015.0,[PREMIUM],,
[PREMIUM],2025,Toyota,Camry,XSE,SC,Rear End,0,77741,76411605,2026-04-15,CA - MENTONE,CA,,22168.0,[PREMIUM],,
[PREMIUM],2015,Mazda,6,TOURING,SC,Rollover,0,138661,75515555,2026-04-01,CA - MENTONE,CA,,8663.0,[PREMIUM],,
[PREMIUM],2024,Honda,Hr-V,SPORT,SC,Rear End,0,21386,72584425,2026-04-15,CA - MENTONE,CA,,13325.0,[PREMIUM],,
[PREMIUM],2025,Ford,Maverick,XL,SC,Rear End,0,808,64743195,2026-04-01,CA - MENTONE,CA,,30312.0,[PREMIUM],,
[PREMIUM],2019,Toyota,Prius,LE,SC,Front End,0,134611,47127796,2026-04-08,CA - MENTONE,CA,,13323.0,[PREMIUM],,
[PREMIUM],2015,Mazda,3,TOURING,SC,Front End,0,141984,46221906,2026-04-01,CA - MENTONE,CA,,16717.0,[PREMIUM],,
[PREMIUM],2022,Chrysler,300,TOURING,SC,Rear End,0,33365,41787136,2026-04-01,CA - MENTONE,CA,,17704.0,[PREMIUM],,
[PREMIUM],2019,Subaru,Legacy,2.5I PREMIUM,SC,Water/Flood,0,67621,98654955,2026-04-10,CA - REDDING,CA,,15143.0,[PREMIUM],,
[PREMIUM],2022,Toyota,Camry,SE,SC,Front End,0,41145,79949815,2026-04-03,CA - REDDING,CA,,19351.0,[PREMIUM],,
[PREMIUM],2015,Mazda,Cx-5,GT,DV,Minor Dent/Scratches,0,61683,47617286,2026-03-27,CA - REDDING,CA,,0.0,[PREMIUM],,
[PREMIUM],2018,Toyota,Corolla,LE,SC,Front End,0,0,46178036,2026-04-03,CA - REDDING,CA,,13027.0,[PREMIUM],,
[PREMIUM],2019,Mini,Cooper,,NR,Rollover,0,0,33733139,2026-03-30,CA - ADELANTO,CA,,30000.0,[PREMIUM],,
[PREMIUM],2022,Honda,Hr-V,EX,SC,Front End,0,50477,92070795,2026-04-01,CA - MENTONE,CA,,16713.0,[PREMIUM],,
[PREMIUM],2025,Toyota,Grand High,LE,SC,Rear End,0,943,90069235,2026-04-01,CA - MENTONE,CA,,45790.0,[PREMIUM],,
[PREMIUM],2025,Toyota,Corolla,SE,SC,Rear End,0,7675,79757075,2026-04-01,CA - MENTONE,CA,,24287.0,[PREMIUM],,
[PREMIUM],2017,Honda,Civic,LX,SC,Rear End,0,103763,78560575,2026-04-01,CA - MENTONE,CA,,18782.0,[PREMIUM],,
[PREMIUM],2025,Kia,K4 Gt-Line,GT-LINE TURBO,SC,Front End,0,794,78275155,,CA - MENTONE,CA,,19812.0,[PREMIUM],,
[PREMIUM],2024,Hyundai,Ioniq,LIMITED,SC,Rear End,0,22275,77869175,,CA - MENTONE,CA,,23438.0,[PREMIUM],,
[PREMIUM],2021,Tesla,Model Y,,SC,Front End,0,109005,76821405,2026-04-08,CA - MENTONE,CA,,19488.0,[PREMIUM],,
